Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Conventional MPAs are not as effective as community co-managed areas in conserving top-down control in the Gulf of California,"Ulate, K; Alcoverro, T; Arthur, R; Aburto-Oropeza, O; Sanchez, C; Huato-Soberanis, L","While undeniably successful in protecting nearshore marine ecosystems from overfishing, conventional marine reserves often impinge on the livelihoods of dependent coastal communities. Community co-managed areas may guarantee considerably more equity, but it is unclear if they can be as effective as conventional reserves in conserving critical trophic functions. We evaluated the effectiveness of different management regimes in the Gulf of California on fish biomass and echinoderm assemblages as proxies of key ecosystem processes on rocky shores. We compared multiple sites in a mixed (multi-use areas with regulated extraction) and core (no-extraction) federally-managed areas, a military MPA (where strict patrolling ensures no extraction), a co-managed reserve where government and communities are equally responsible, and unrestricted-access areas (non MPA). Fish biomass was higher in the military reserve and the community co-managed area reserve; echinoderm numbers were very low at these locations suggesting that they were strongly controlled by top-down processes. In contrast, federally-controlled reserves were virtually no different from unrestricted-access areas in numbers or composition of fish and echinoderms. Although federal managed reserves are the most common management regime across the Gulf, our data shows that they are highly ineffective in protecting ecosystem function. The relative effectiveness of co-managed reserves in this region suggests that fishers are more willing to comply when they have a stake in decision-making. Coastal conservation can benefit greatly by drawing from a wider suite of management options that engage local communities as key participants in the managing marine diversity and critical ecosystem functions.",2018,,BIOLOGICAL CONSERVATION,228,,100-109,WOS:000452815200012,10.1016/j.biocon.2018.09.033,,#19462,Ulate 2018,Exclusion reason: Wrong study design; ,
"Participatory mapping: Assessing problems and defined marine conservation planning and zoning in Jor Bay, Indonesia","Al Amin, MA; Adrianto, L; Kusumastanto, T; Imran, Z; Kurniawan, F","Jor Bay Lombok is a marine protected area (MPA) which is initiated by local communities, which have a local-driven marine management regulation called Awiq-awiq. Unfortunately, the fisheries condition has continued to decline in the past decades, where the rate of exploitation of capture fisheries in Jor Bay shows an unbalanced condition because the harvest value is still higher than the recruitments and growth. Awiq-awiq regulates all existing utilization and protection of marine resources, but yet, has not included spatial aspects, leaving a situation that leads to unsustainability for fisheries resources and other resources. Balanced zoning of ecosystems and marine resources is needed in order to ensure the sustainability of the fisheries system in Jor Bay. This paper aims to illustrate how a marine spatial planning approach in a local MPA can be built with a community-based zoning system. The integration of local systems and formal-government systems is very effective and fast in the development of MPA zoning systems by considering the optimum allocation of the existence of ecosystems that guarantee the natural metabolic processes of the fisheries system in the Bay. The implementation of the MPA zoning system is expected to be able to support the guarantee of sustainable fisheries production for the surrounding region.",2020,,"WORLD SEAFOOD CONGRESS 2019 - SEAFOOD SUPPLY CHAINS OF THE FUTURE: INNOVATION, RESPONSIBILITY, SUSTAINABILITY",414,,,WOS:000539921500001,10.1088/1755-1315/414/1/012001,,#19464,AlAmin 2020,Exclusion reason: Not a peer-reviewed article; ,
Quantitative decision support tools facilitate social-ecological alignment in community-based marine protected area design,"Krueck, NC; Abdurrahim, AY; Adhuri, DS; Mumby, PJ; Ross, H","Marine protected areas (MPAs) are increasingly used to support both biodiversity conservation and fisheries management. However, MPA performance is likely to be compromised if people who depend on fishing are excluded from MPA design decision making. Participatory MPA design helps to address this problem by engaging local stakeholders in all critical decisions, including the total coverage, placement, and local size of no-take marine reserves. Here, we report the findings from a participatory MPA design project on Selayar Island, Indonesia, in which a community initiated collaborations with scientists to access modern quantitative tools for community-led MPA scenario testing. The outcomes highlight a local disagreement between ecologically and socially desirable MPA designs. Focused on social considerations, the initial community-supported MPA design consisted of four small reserves (0.5-1 km wide) in predominately southern community waters, where they were intended to restrict external fishers. Ecologically optimal MPA designs, in contrast, consisted of one or two large reserves (4-6 km wide) in northern community waters, where they were expected to restrict primarily local fishers but better support the rebuilding of fish populations and fisheries. However, ecologically optimal MPA designs were socially infeasible. Using quantitative MPA performance assessments, the community negotiated an alternative MPA design consisting of two 1.5-2 km wide reserves at socially and ecologically favorable locations. Compared to the initial proposal, this revised MPA design was estimated (1) to protect three to four times more individuals of key fishery species within reserve boundaries and (2) to double local fishery catches. We conclude that even simple MPA design tools, which quantify and visualize local conservation and fishery outcomes under alternative MPA scenarios, add value to participatory decision making and likely MPA performance.",2019,,ECOLOGY AND SOCIETY,24,4,,WOS:000506574000024,10.5751/ES-11209-240406,,#19470,Krueck 2019,Exclusion reason: Wrong study design; ,
Beach macro-litter monitoring and floating microplastic in a coastal area of Indonesia,"Syakti, AD; Bouhroum, R; Hidayati, NV; Koenawan, CJ; Boulkamh, A; Sulistyo, I; Lebarillier, S; Akhlus, S; Doumenq, P; Wong-Wah-Chung, P","Qualitative analysis of the structures of the polymers composing floating plastic debris was performed using attenuated total reflectance-Fourier transform infrared spectroscopy (ATR-FTIR), and the aging of the debris was assessed by measuring carbonyl group formation on the particle surfaces. Plastic material made up > 75% of the 2313 items collected during a three-year survey. The size, shape and color of the microplastic were correlated with the polymer structure. The most abundant plastic materials were polypropylene (68%) and low-density polyethylene (11%), and the predominant colors of the plastics were white, blue and green. Cilacap Bay, Indonesia, was contaminated with microplastic at a concentration of 2.5 mg.m(3). The carbonyl index demonstrated that most of the floating microplastic was only slightly degraded. This study highlights the need to raise environmental awareness through citizen science education and adopting good environmental practices.",2017,,MARINE POLLUTION BULLETIN,122,2-Jan,217-225,WOS:000408076900034,10.1016/j.marpolbul.2017.06.046,,#19473,Syakti 2017,Exclusion reason: Wrong setting; ,
Social considerations for marine resource management: Evidence from Big Creek Ecological Reserve,"Pomeroy, C","Growing interest in no-take marine protected areas (MPAs) as a complement to traditional fishery management has led to increased attention to biophysical considerations for MPA design, implementation, management, and evaluation. Considerably less attention has been directed, however, toward social, cultural, and economic considerations for MPAs. information on and understanding of the relationship between MPAs and local fisheries in social, cultural, and economic, as well as biophysical, terms is especially important. At the same time, there is growing interest in collaboration between fishers and scientists to provide more complete and accurate information on fisheries and marine ecosystems. Such collaboration is one element of cooperative (or co-) management of local fisheries, which is gaining recognition as potentially more effective, appropriate, and equitable than traditional, top-down resource management. These two themes-social considerations for MPAs and co-management of local fisheries-are central to a study being conducted at central California's Big Creek Ecological Reserve. This paper provides an overview of the local skiff fishery and the cooperative arrangement at Big Creek; discusses that arrangement as a form of co-management, and as it has played an integral role in the history of the marine reserve; and concludes with observations and emerging questions about the social aspects of establishing and maintaining no-take marine reserves in the context of local fisheries.",1999,,CALIFORNIA COOPERATIVE OCEANIC FISHERIES INVESTIGATIONS REPORTS,40,,118-125,WOS:000085254300014,,,#19482,Pomeroy 1999,Exclusion reason: Not a peer-reviewed article; ,Proposed
Differences in perception of a newly created Marine Park in south-west Western Australia by boat -based recreational fishers and the broader community,"Hastings, K; Ryan, KL","Community acceptance of Marine Parks is widely acknowledged as being critical for success. Where community stewardship and voluntary compliance have been achieved, there are fewer issues with non-compliance of zoning regulations. Probability-based surveys that are representative of the wider community can improve understanding of community perceptions prior to and following establishment of Marine Parks. Understanding attitudes towards newly created Marine Parks among user groups provides valuable information for the design of education and engagement programs, while also creating a benchmark to compare changes over time. A survey of community perceptions and awareness regarding the recently created Ngari Capes Marine Park in south-west Western Australia was measured via a randomised telephone survey of local and non-local boat based recreational fishers; and local residents (including non-fishers and shore/boat fishers). This survey also evaluated other recreational uses of the park and how these activities were valued, knowledge of Marine Park zones, and how information about Marine Parks was being accessed. Participation in recreational fishing within Ngari Capes was above average and a supportive attitude towards the park was apparent. Boat-based recreational fishers displayed a higher degree of concern about fishing restrictions compared to local residents, but overall were supportive of the Marine Park. Across all user groups there was low awareness of the Ngari Capes Marine Park and poor understanding of Marine Parks. A lack of clarity regarding the likely benefits of the Ngari Capes Marine Park was apparent, implying a need to improve public communication and community engagement.",2017,,MARINE POLICY,77,,65-77,WOS:000394557400009,10.1016/j.marpol.2016.12.012,,#19483,Hastings 2017,Exclusion reason: Wrong study design; ,
"MANAGEMENT EFFECTIVENESS IN CONSERVATION UNIT WITH MANGROVES FORESTS: A CASE STUDY ON THE COAST OF CEARA, NORTHEAST OF BRAZIL","Araruna, RPL; Soares, MD","Conservation units play a fundamental role in the sustainable development of the coastal zone, however, knowledge about the mangrove management effectiveness is scarce. Thus, the objective of this study was to analyze the management effectiveness degree of a UC on the west coast of Ceara, the APA of the Curu river estuary. The methodology used questionnaires along with the manager, as well as field visits to evaluate 10 indicators of management effectiveness. The obtained result was moderately satisfactory, because even with the performance of the manager and the involvement of part of the community, there are points to be improved, mainly in the areas of legal and illegal uses, which received the worst results. The creation of a UC alone is not a guarantee of environmental protection, its effective management is as important as its creation, which is only possible, with integrated participatory management.",2017,,GEOSABERES,8,16,53-68,WOS:000419548500006,10.26895/geosaberes.v8i16.597,,#19503,Araruna 2017,Exclusion reason: Non-English; ,Language
"Co-management approaches and incentives improve management effectiveness in the Karimunjawa National Park, Indonesia","Campbell, SJ; Kartawijaya, T; Yulianto, I; Prasetia, R; Clifton, J","Karimunjawa National Park (KNP) was among the first maritime areas recognized in Indonesia as being important for the conservation of marine biodiversity. Economic incentives in the KNP aim to decrease community dependency on wild-captured natural resources and achieve biodiversity and development objectives. Various participatory mechanisms facilitate community involvement in governance, whilst other incentives promoting awareness and support for fishery regulations are being delivered. Monitoring programs have demonstrated some ecological improvements and reductions in destructive fishing in the park over the past five years. The findings demonstrate that MPA policies and regulations can improve the social well-being and political power of fishing communities, particularly when appropriate economic, legal and participatory incentives are provided. (C) 2013 Elsevier Ltd. All rights reserved.",2013,,MARINE POLICY,41,,72-79,WOS:000318389000010,10.1016/j.marpol.2012.12.022,,#19509,Campbell 2013,Exclusion reason: Wrong study design; ,
Monitoring small-scale marine fisheries: An example from Thailand's Ko Chang archipelago,"Lunn, KE; Dearden, P","Small-scale fisheries provide food and income to millions of people worldwide, yet these fisheries are generally poorly documented and their impacts not well understood. Improved documentation of these fisheries is needed to gauge global trends, identify the threats to their sustainability, and assess management options. Combining semi-structured interviews and participant observation, this study provides baseline information about the nature and scale of small-scale fisheries in the Ko Chang archipelago, Thailand, as a first step towards instituting a monitoring and management strategy for the area. Although the area has been designated as a ""no-take"" Marine National Park, small-scale fisheries have Continued virtually unabated within the park's boundaries. Small-scale fishers living in the park are involved primarily in the shrimp trammel net, squid trap, crab trap, fish gill net, hook-and-line, and reef fish trap fisheries. Small-scale fishing boats operating out of villages on Ko Chang and Ko Maisi Yai worked for an estimated 38,000 days/year and took 330,000 kg/year of target fish and invertebrates, based on extrapolations from interviews. Observed catches of target species were, however, an average of 42-64% lower than fishers' reported catches for the fisheries in which both data collection methods could be used. Such a finding suggests that future monitoring should rely on observational techniques to assess the catches and efforts of small-scale participants. Given the area's status as a national park, regular monitoring of the small-scale fisheries should be undertaken and multiple-use zoning be considered. (C) 2005 Elsevier B.V. All rights reserved.",2006,,FISHERIES RESEARCH,77,1,60-71,WOS:000234767700009,10.1016/j.fishres.2005.08.009,,#19513,Lunn 2006,Exclusion reason: Wrong study design; ,
Local community-based approach for sustainable management of artisanal fisheries on small islands,"de Lara, DRM; Corral, S","Socio-economic development of small island fishing communities is greatly dependent on local coastal and marine resources. Illegal fishing and aggressive practices in insular ecosystems lead to over exploitation and environmental deterioration. Moreover, a lack of scientific data increases uncertainty and prevents adequate monitoring of marine resources. This paper focuses on the integration of a local fishing community into decision-making processes with the aim to potentiate artisanal fishing on the Island of Tenerife (the Canary Islands). The aim is to preserve both the marine ecosystem and promote the socio-economic development of traditional Cofradlas (local fisher communities).A qualitative methodological framework, based on participatory problem-solution trees and focus groups, was implemented to identify the main obstacles impeding the sustainable development of the artisanal fishing sector on the island. Collective proposals with policy implications are also discussed.The community involved identified four main issues that are causing an unsustainable island fishery: 1) Overexploitation; 2) Poor self-management of Cofradlas and commercialisation problems; 3) Fisher individualism and low co-management strategies, and 4) Illegal fishing increase vs. artisanal fishing decline. Results show the required policy enhancements to tackle those issues with, for instance, the creation of marine protected areas, the promotion of a common islander vision, and an increase in participatory research projects between scientists and fishers. Participants also revealed the necessity to adapt existing regulations to local specificity to reduce the gap between policy makers and local community. (C) 2017 Elsevier Ltd. All rights reserved.",2017,,OCEAN & COASTAL MANAGEMENT,142,,150-162,WOS:000401390600014,10.1016/j.ocecoaman.2017.03.031,,#19537,deLara 2017,Exclusion reason: Wrong study design; Kimberly Cheung (2022-07-13 05:35:16)(Select): Finds the need for more participatory work to fill scientific information gaps; ,Proposed
"Struggles for inclusive development in small-scale fisheries in Paraty, Southeastern Coast of Brazil","de Araujo, LG; de Castro, F; de Freitas, RR; Vieira, MARD; Seixas, CS","This article discusses challenges in fostering participation of marginalized actors in coastal fisheries governance in Brazil. Recent changes in the institutional architecture of fisheries governance have opened new spaces for the participation of small-scale fishers to influence setting of the policy agenda, management practices, and monitoring strategies. However, the participation of local users has been opposed by conservationist policies, which limit their access to fishing grounds. Small-scale fishers' involvement has been characterized by tensions between participatory spaces provided within bureaucratic structures and claimed participatory spaces built from below. This article analyzes fisheries governance in the municipality of Paraty, Southeastern Coast of Brazil, with a focus on three institutional innovations implemented by the government to promote social participation - Fishing Accords, Terms of Agreement, and Management Councils of Protected Areas. Although these innovations are important for the recognition of small-scale fisheries as compatible with conservation policies, problems such as low institutional capacity, power imbalance, limits of decentralized governance, and lack of long-term financial resources remain as challenges for the consolidation of an inclusive development model for coastal fisheries in Brazil. (C) 2017 Elsevier Ltd. All rights reserved.",2017,,OCEAN & COASTAL MANAGEMENT,150,,24-34,WOS:000418626500004,10.1016/j.ocecoaman.2017.02.014,,#19538,deAraujo 2017,Exclusion reason: Wrong study design; ,
Incorporating Effectiveness of Community-Based Management in a National Marine Gap Analysis for Fiji,"Mills, M; Jupiter, SD; Pressey, RL; Ban, NC; Comley, J","Every action in a conservation plan has a different level of effect and consequently contributes differentially to conservation. We examined how several community-based, marine, management actions differed in their contribution to national-level conservation goals in Fiji. We held a workshop with experts on local fauna and flora and local marine management actions to translate conservation goals developed by the national government into ecosystem-specific quantitative objectives and to estimate the relative effectiveness of Fiji's community-based management actions in achieving these objectives. The national conservation objectives were to effectively manage 30% of the nation's fringing reefs, nonfringing reefs, mangroves, and intertidal ecosystems (30% objective) and 10% of other benthic ecosystems (10% objective). The experts evaluated the contribution of the various management actions toward national objectives. Scores ranged from 0 (ineffective) to 1 (maximum effectiveness) and included the following management actions: permanent closures (i.e., all extractive use of resources prohibited indefinitely) (score of 1); conditional closures harvested once per year or less as dictated by a management plan (0.500.95); conditional closures harvested without predetermined frequency or duration (0.100.85); other management actions, such as regulations on gear and species harvested (0.150.50). Through 3 gap analyses, we assessed whether the conservation objectives in Fiji had been achieved. Each analysis was based on a different assumption: (1) all parts of locally managed marine areas (including closures and other management) conserve species and ecosystems effectively; (2) closures conserve species and ecosystems, whereas areas outside closures, open to varying levels of resource extraction, do not; and (3) actions that allow different levels of resource extraction vary in their ability to conserve species and ecosystems. Under assumption 1, Fiji's national conservation objectives were exceeded in all marine ecosystems; under assumption 2, none of Fiji's conservation objectives were met; and under assumption 3, on the basis of the scores assigned by experts, Fiji achieved the 10% but not the 30% objectives for ecosystems. Understanding the relative contribution of management actions to achieving conservation objectives is critical in the assessment of conservation achievements at the national level, where multiple management actions will be needed to achieve national conservation objectives.",2011,,CONSERVATION BIOLOGY,25,6,1155-1164,WOS:000296962700024,10.1111/j.1523-1739.2011.01749.x,,#19543,Mills 2011,Exclusion reason: Wrong study design; ,
Subjective well-being indicators for large-scale assessment of cultural ecosystem services,"Bryce, R; Irvine, KN; Church, A; Fish, R; Ranger, S; Kenter, JO","The substantial importance of cultural benefits as a source of human well-being is increasingly recognised in society-environment interactions. The integration of cultural ecosystem services (CES) into the ecosystem services framework remains a challenge due to the difficulties associated with defining, articulating and measuring CES. We operationalise a novel framework developed by the UK National Ecosystem Assessment that identifies CES as the interactions between environmental spaces (i.e. physical localities or landscapes), and the activities that occur there. We evaluate the benefits of the CES provided by 151 UK marine sites to recreational sea anglers and divers, using subjective well-being indicators. Factor analysis of an online questionnaire with 1220 participants revealed multiple CES benefits that contribute to human wellbeing e.g. including 'engagement with nature', 'place identity' and 'therapeutic value'. In addition to regional differences, we also found that biophysical attributes of sites, such as the presence of charismatic species and species diversity, were positively associated with provision of CES benefits. The study provides evidence that could be used to inform designation of protected areas. The indicators used in the study may also be adapted for use across a range of marine and terrestrial spaces for improved integration of CES in environmental decision-making.",2016,,ECOSYSTEM SERVICES,21,,258-269,WOS:000390690500008,10.1016/j.ecoser.2016.07.015,,#19558,Bryce 2016,Exclusion reason: Wrong study design; ,
The contemporary economic value of elasmobranchs in The Bahamas: Reaping the rewards of 25 years of stewardship and conservation,"Haas, AR; Fedler, T; Brooks, EJ","Elasmobranch populations in The Bahamas offer a unique juxtaposition to the widespread decline of many species around the world, largely due to management and conservation initiatives implemented over the last 25 years. Several industries have been built around the diverse and abundant elasmobranch assemblages found in The Bahanias, however a comprehensive assessment of the non-consumptive economic value of this resource has yet to be undertaken. In this study, we identified various sectors that benefit from elasmobranch populations in The Bahamas, which included tourism, film and television and research. We incorporated data from operator and participant surveys, government sources and information available on the Internet to calculate the economic value and location of these various sectors. This study establishes The Bahamas dive industry as the largest in the world, contributing approximately $113.8 million USD annually to the Bahamian economy in direct and value added expenditures. Elasmobranch tourism generated 99% of the total revenue, and the balance generated by film and television and research. The relative economic importance of shark diving was greater in economically disadvantaged out-islands where specific charismatic species are sought. This was also in locations where a large proportion of the revenue generated by those activities does not enter the Bahamian economy. The sustained national stewardship demonstrated by the Bahamian government will ensure that this important economic resource continues to be productive, but also highlights the need for regional Caribbean-wide commitment to the management of highly migratory species that are important to many economically depressed areas of The Bahamas. (C) 2017 The Authors. Published by Elsevier Ltd.",2017,,BIOLOGICAL CONSERVATION,207,,55-63,WOS:000395601400007,10.1016/j.biocon.2017.01.007,,#19571,Haas 2017,Exclusion reason: Wrong study design; ,
Fisher participation in monitoring: Does it help reduce excessive investment in fishing capacity?,"Quynh, CNT; Hailu, A; Schilizzi, S; Iftekhar, S","The problem of excess capacity has persisted in many fisheries worldwide, threatening the sustainability of fisheries, even in cases where there are regulatory restrictions on fishing inputs. Getting fishers involved in monitoring illegal fishing has been one of the solutions proposed to tackle excessive investment in fishing capacity. However, the real effects of participation in monitoring have not yet been investigated in a rigorous and quantitative way. Using survey data for small-scale fisheries under a Territorial Use Rights for Fisheries (TURFs) system in Vietnam, this study measures the extent of excess capacity at individual fisher level using a bootstrapped Data Envelopment Analysis and investigates the effects of fisher participation in monitoring on level of excess capacity by employing an Endogenous Switching Regression model. We find evidence of substantial excess capacity even under TURFs, with fishers on average operating at 59% capacity. However, the results also show that participation in monitoring contributes to a significant reduction in excess capacity. Non-monitors are likely to have short-sighted investment behavior while monitors are likely to be driven by perception about the management of TURFs, and long-term incentives in their investment behavior. Age, education, and alternative livelihood also help explain the variation in the level of excess capacity among fishers. Knowledge of the drivers of fisher investment are of critical importance to policy-makers to establish effective capacity management interventions. Engaging fishers in monitoring should be considered as one of the key strategies for reducing excess capacity. To promote fisher participation in monitoring, effort should be directed towards enhancing awareness of the consequences of illegal fishing and building fisher trust in peers and local government officials.",2018,,FISHERIES RESEARCH,206,,138-149,WOS:000438005100014,10.1016/j.fishres.2018.04.024,,#19576,Quynh 2018,Exclusion reason: Wrong study design; ,
Crossing Science-Policy-Societal Boundaries to Reduce Scientific and Institutional Uncertainty in Small-Scale Fisheries,"Sutton, AM; Rudd, MA","The governance of small-scale fisheries (SSF) is challenging due to the uncertainty, complexity, and interconnectedness of social, political, ecological, and economical processes. Conventional SSF management has focused on a centralized and top-down approach. A major criticism of conventional management is the over-reliance on 'expert science' to guide decision-making and poor consideration of fishers' contextually rich knowledge. That is thought to exacerbate the already low governance potential of SSF. Integrating scientific knowledge with fishers' knowledge is increasingly popular and is often assumed to help reduce levels of biophysical and institutional uncertainties. Many projects aimed at encouraging knowledge integration have, however, been unsuccessful. Our objective in this research was to assess factors that influence knowledge integration and the uptake of integrated knowledge into policy-making. We report results from 54 semi-structured interviews with SSF researchers and practitioners from around the globe. Our analysis is framed in terms of scientific credibility, societal legitimacy, and policy saliency, and we discuss cases that have been partially or fully successful in reducing uncertainty via push-and-pull-oriented boundary crossing initiatives. Our findings suggest that two important factors affect the science-policy-societal boundary: a lack of consensus among stakeholders about what constitutes credible knowledge and institutional uncertainty resulting from shifting policies and leadership change. A lack of training for scientific leaders and an apparent 'shelf-life' for community organizations highlight the importance of ongoing institutional support for knowledge integration projects. Institutional support may be enhanced through such investments, such as capacity building and specialized platforms for knowledge integration.",2016,,ENVIRONMENTAL MANAGEMENT,58,4,565-584,WOS:000384420900001,10.1007/s00267-016-0737-8,,#19627,Sutton 2016,Exclusion reason: Wrong study design; Kimberly Cheung (2022-07-30 09:56:16)(Select): Baird 2007 paper of interest - Khong District; ,Awaiting classification
Evaluating the Fit of Co-management for Small-Scale Fisheries Governance in Timor-Leste,"Tilley, A; Hunnam, KJ; Mills, DJ; Steenbergen, DJ; Govanu, H; Alonso-Poblacion, E; Roscher, M; Pereira, M; Rodrigues, P; Amador, T; Duarte, A; Gomes, M; Cohen, PJ","Fisheries co-management is an increasingly globalized concept, and a cornerstone of the Voluntary Guidelines for Securing Sustainable Small-scale Fisheries in the Context of Food Security and Poverty Eradication, adopted by the United Nations Food and Agriculture Organization member states in 2014. Timor-Leste is a politically young country in the relatively rare position of having underexploited fisheries in some areas that can be leveraged to improve coastal livelihood outcomes and food and nutrition security. The collaborative and decentralized characteristics of co-management appeal to policymakers in Timor-Leste with provisions for co-management and customary laws applied to resource use were incorporated into state law in 2004 and again reinforced in 2012 revisions. The first fisheries co-management pilots have commenced where management arrangements have been codified through tara bandu, a process of setting local laws built around ritual practice that prohibits nominated activities under threat of spiritual and material sanctions. To date, however, there has been little critical evaluation of the suitability or potential effectiveness of co-management or tara bandu in the Timor-Leste fisheries context. To address this gap, we adapted the interactive governance framework to review the ecological, social and governance characteristics of Timor-Leste's fisheries to explore whether co-management offers a valid and viable resource governance model. We present two co-management case studies and examine how they were established, who was involved, the local institutional structures, and the fisheries governance challenges they sought to address. Despite their relative proximity, the two sites contrasted in local ecology and fishery type; community institutions were starkly different but equally strong; and one site had tangible economic benefits to justify compliance, where the other had marginal and anecdotal fishery gains. In our review of the broader governance landscape in Timor-Leste, we see co-management as a useful mechanism to govern small-scale fisheries, but there is a need to connect legitimized local institutions with hierarchical governance of higher and external influences. Initial successes with implementing tara bandu incorporating a small marine closure have stimulated other communities to implement no-take zones - one universally popular but very limited interpretation of co-management. However, we highlight the need for a set of guiding principles to ensure legitimate community engagement, and avoid external appropriation that may reinforce marginalization of certain user groups or customary power hierarchies.",2019,,FRONTIERS IN MARINE SCIENCE,6,,,WOS:000475393500001,10.3389/fmars.2019.00392,,#19630,Tilley 2019,Exclusion reason: Wrong study design; ,
Conservation and management applications of the reef volunteer fish monitoring program,"Pattengill-Semmens, CV; Semmens, BX","The REEF Fish Survey Project is a volunteer fish monitoring program developed by the Reef Environmental Education Foundation ( REEF). REEF volunteers collect fish distribution and abundance data using a standardized visual method during regular diving and snorkeling activities. Survey data are recorded on preprinted data sheets that are returned to REEF and optically digitized. Data are housed in a publicly accessible database on REEF's Web site (http:// www. reef. org). Since the project's inception in 1993, over 40,000 surveys have been conducted in the coastal waters of North America, tropical western Atlantic, Gulf of California and Hawaii. The Fish Survey Project has been incorporated into existing monitoring programs through partnerships with government agencies, scientists, conservation organizations, and private institutions. REEF's partners benefit from the educational value and increased stewardship resulting from volunteer data collection. Applications of the data include an evaluation of fish/habitat interactions in the Florida Keys National Marine Sanctuary, the development of a multi-species trend analysis method to identify sites of management concern, assessment of the current distribution of species, status reports on fish assemblages of marine parks, and the evaluation of no-take zones in the Florida Keys. REEF's collaboration with a variety of partners, combined with the Fish Survey Project's standardized census method and database management system, has resulted in a successful citizen science monitoring program.",2003,,ENVIRONMENTAL MONITORING AND ASSESSMENT,81,3-Jan,43-50,WOS:000179560300006,10.1023/A:1021300302208,,#19639,Pattengill-Semmens 2003,Exclusion reason: Not a peer-reviewed article; ,not peer reviewed
Hierarchical toolbox: Ensuring scientific accuracy of citizen science for tropical coastal ecosystems,"Vermeiren, P; Munoz, C; Zimmer, M; Sheaves, M","Increased human population growth threatens the ecological functioning and goods and services provided by tropical coastal ecosystems. However, a lack of scientific baselines and resources hamper efforts to develop and monitor ecological indicators of environmental change. Citizen science can provide a cost and time effective solution, but needs considerable context specific development to ensure it provides valid information of the quality level required for acceptance by the scientific community. We reviewed the use of sampling methods for shore crabs as an example of an abundant tropical coastal organism with high citizen science suitability and ecological indicator capacity. We propose a hierarchical toolbox based on the distinction between rapid methods, allowing fast, noninvasive sampling by independent citizens, and medium speed methods allowing detailed but more invasive sampling requiring trained citizens working in close interaction with professionals. The hierarchical structure enables full use of the large scale data collection ability of citizen scientists at lower levels, while ensuring validation of errors at higher levels. Additionally, at each level, bias reduction and data validation measures can be employed. We conclude that citizen science methodologies can provide accurate large scale data to develop the ecological baselines urgently needed to monitor and manage environmental change in many tropical coastal ecosystems. We discuss a stepwise implementation of the toolbox leading to accuracy metadata which can be independently reviewed as an ultimate accuracy assessment and data integration mechanism among multiple projects. (C) 2016 Elsevier Ltd. All rights reserved.",2016,,ECOLOGICAL INDICATORS,66,,242-250,WOS:000388912300025,10.1016/j.ecolind.2016.01.031,,#19649,Vermeiren 2016,Exclusion reason: Wrong study design; ,Proposed
"""Blue Paths"" and SEACleaner Ensuring long-term commitment of citizens in environmental monitoring and scientific research.","IEEE; Mioni, E; Giovacchini, A; Merlino, S; Stroobant, M; Locritani, M; Traverso, R; Strada, S","""Percorsi nel BLU""/""Blue Paths"" is a project carried out by a Science teacher of a Unified School District in La Spezia - aimed for teaching scientific methods trough interactive learning and operational research on marine habitats. SEACleaner, instead, is a project carried out by a National Research Centre - Institute of Marine Sciences ISMAR-CNR-aimed for monitoring the impact of marine debris and for raising awareness on the importance of appropriate management strategies for solving this problem; this project involves higher secondary school students trough ""work-related learning"" internships. ""Percorsi nel BLU""/"" Blue Paths"" and SEACleaner are actually cooperating and sharing some goals, methodologies and sampling sites of the coastal Tuscan and Ligurian Protected Areas. The cooperation is giving interesting and important educational outcomes and scientific results such as: updated checklists of benthic communities, high frequency of surveys that can allow to identify significant seasonal patterns (especially for beach litter accumulation rates) but also synergy among very different partners (marine parks, researchers, local authorities, citizens, environmental education centres, teachers and students) that represents an effective push-pull impulse for maintaining a long lasting engagement of citizens in scientific research.",2015,,OCEANS 2015 - GENOVA,,,,WOS:000380485500345,10.1109/OCEANS-Genova.2015.7271666,,#19650,IEEE 2015,Exclusion reason: Not a peer-reviewed article; ,
